176,185,250
255,33,33
255,33,33
176,185,250
176,185,250
255,33,33
255,33,33
255,33,33
0,0,0
0,0,0
0,0,0
0,0,0
255,33,33
255,33,33
255,33,33
176,185,250
176,185,250
255,33,33
255,33,33
176,185,250
176,185,250
255,33,33
255,33,33
255,33,33
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
176,185,250
255,33,33
255,33,33
176,185,250
176,185,250
255,33,33
255,33,33
255,33,33
0,0,0
0,0,0
0,0,0
0,0,0
255,33,33
255,33,33
255,33,33
176,185,250
176,185,250
255,33,33
255,33,33
176,185,250
176,185,250
255,33,33
255,33,33
255,33,33
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
0,0,0
0,0,0
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
0,0,0
0,0,0
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
255,33,33
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
